"","ID","Site","Place","Assignment","From.date","To.date","From.time","To.time","Hours","No.Call.No.Show","Call.Email.to.miss.shift","Absence"
"24",1954,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-26-2018","04-26-2018","9:02 am","11:03 am",2,0,0,0
"25",1954,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-01-2018","05-01-2018","8:57 am","11:10 am",2.25,0,0,0
"26",1954,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-01-2018","05-01-2018","11:10 am","11:59 am",0.75,0,0,0
"27",1995,"PAWS Adoption Center - Old City","Volunteer Services","PAC Cat Mentee Shift (for shadowing only)","02-18-2018","02-18-2018","4:00 pm","6:00 pm",2,0,0,0
"28",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-13-2018","06-13-2018","","",1,0,0,0
"29",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-15-2018","06-15-2018","","",1.4833333333,0,0,0
"30",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-18-2018","06-18-2018","","",1.15,0,0,0
"31",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-20-2018","06-20-2018","","",1.3333333333,0,0,0
"32",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Grant Mentee Shift (for shadowing only)","06-20-2018","06-20-2018","","",2,0,0,0
"33",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-21-2018","06-21-2018","4:26 pm","5:29 pm",1,0,0,0
"34",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-22-2018","06-22-2018","2:06 pm","3:30 pm",1.5,0,0,0
"35",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Grant Mentee Shift (for shadowing only)","06-25-2018","06-25-2018","4:59 pm","6:27 pm",1.5,0,0,0
"36",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","07-12-2018","07-12-2018","3:03 pm","4:17 pm",1.25,0,0,0
"37",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","07-18-2018","07-18-2018","9:10 am","10:23 am",1.25,0,0,0
"38",1871,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","07-24-2018","07-24-2018","5:03 pm","6:32 pm",1.5,0,0,0
"39",1690,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-11-2018","01-11-2018","","",2,0,0,0
"40",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","11-29-2014","11-29-2014","","",2,0,0,0
"41",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","12-29-2014","12-29-2014","","",2,0,0,0
"42",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","12-03-2014","12-03-2014","","",2,0,0,0
"43",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","12-06-2014","12-06-2014","","",3,0,0,0
"44",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","12-08-2014","12-08-2014","","",2,0,0,0
"45",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","12-15-2014","12-15-2014","","",2,0,0,0
"46",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","01-12-2015","01-12-2015","","",2,0,0,0
"47",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","01-19-2015","01-19-2015","","",2,0,0,0
"48",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","01-28-2015","01-28-2015","","",2,0,0,0
"49",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","02-04-2015","02-04-2015","","",2,0,0,0
"50",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","02-11-2015","02-11-2015","","",2,0,0,0
"51",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","02-18-2015","02-18-2015","","",2,0,0,0
"52",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","02-25-2015","02-25-2015","","",2,0,0,0
"53",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","03-02-2015","03-02-2015","","",2,0,0,0
"54",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","03-11-2015","03-11-2015","","",2,0,0,0
"55",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","03-16-2015","03-16-2015","","",2,0,0,0
"56",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","03-30-2015","03-30-2015","","",2,0,0,0
"57",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","04-06-2015","04-06-2015","","",2,0,0,0
"58",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","04-13-2015","04-13-2015","","",2,0,0,0
"59",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","04-22-2015","04-22-2015","","",2,0,0,0
"60",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","04-29-2015","04-29-2015","","",2,0,0,0
"61",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","07-09-2015","07-09-2015","","",2,0,0,0
"62",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","07-17-2015","07-17-2015","","",2,0,0,0
"63",1346,"","","","07-19-2015","07-19-2015","","",2,0,0,0
"64",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","07-30-2015","07-30-2015","","",2,0,0,0
"65",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","08-11-2015","08-11-2015","","",2,0,0,0
"66",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","08-20-2015","08-20-2015","","",2,0,0,0
"67",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","09-16-2015","09-16-2015","","",2,0,0,0
"68",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","10-08-2015","10-08-2015","","",2,0,0,0
"69",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","10-15-2015","10-15-2015","","",2,0,0,0
"70",1346,"Mutt Strut","Volunteer Services","*PAWS 11th Annual Mutt Strut - October 14th (Rain Date - 10/15)","10-24-2015","10-24-2015","","",4,0,0,0
"71",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","10-29-2015","10-29-2015","","",2,0,0,0
"72",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","02-27-2018","02-27-2018","5:16 pm","6:32 pm",1.25,0,0,0
"73",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","03-27-2018","03-27-2018","5:25 pm","6:54 pm",1.5,0,0,0
"74",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","04-10-2018","04-10-2018","5:14 pm","6:56 pm",1.75,0,0,0
"75",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","04-24-2018","04-24-2018","5:06 pm","6:43 pm",1.5,0,0,0
"76",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","05-08-2018","05-08-2018","5:26 pm","7:02 pm",1.5,0,0,0
"77",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","05-22-2018","05-22-2018","5:00 pm","6:44 pm",1.75,0,0,0
"78",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","06-19-2018","06-19-2018","5:04 pm","6:59 pm",2,0,0,0
"79",1346,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","07-17-2018","07-17-2018","4:54 pm","6:54 pm",2,0,0,0
"80",1626,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","07-01-2017","07-01-2017","","",0,0,1,1
"81",1626,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","07-13-2017","07-13-2017","","",2.6666666667,0,0,0
"82",1626,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","07-26-2017","07-26-2017","","",2.5,0,0,0
"83",1626,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","08-03-2017","08-03-2017","","",3.25,0,0,0
"84",1626,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","10-07-2017","10-07-2017","","",0,1,0,1
"85",2099,"PAWS Adoption Center - Old City","Volunteer Services","PAC Cat Mentee Shift (for shadowing only)","04-28-2018","04-28-2018","10:51 am","1:01 pm",2.25,0,0,0
"86",2099,"PAWS Adoption Center - Old City","Volunteer Services","PAC Cat Mentee Shift (for shadowing only)","06-17-2018","06-17-2018","4:01 pm","6:07 pm",2,0,0,0
"87",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-25-2016","11-25-2016","","",2,0,0,0
"88",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-26-2016","11-26-2016","","",2,0,0,0
"89",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-27-2016","11-27-2016","","",2,0,0,0
"90",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-28-2016","11-28-2016","","",2,0,0,0
"91",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-29-2016","11-29-2016","","",2,0,0,0
"92",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","12-03-2016","12-03-2016","","",4.1666666667,0,0,0
"93",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-18-2017","01-18-2017","","",0,0,1,1
"94",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-23-2017","01-23-2017","","",0,0,1,1
"95",1246,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-19-2018","03-19-2018","10:55 am","1:56 pm",3,0,0,0
"96",1065,"Grays Ferry Clinic - GF","Volunteer Services","Dog Care Volunteer - GF","02-25-2018","02-25-2018","3:07 pm","5:07 pm",2,0,0,0
"97",1065,"Grays Ferry Clinic - GF","Volunteer Services","Dog Care Volunteer - GF","06-10-2018","06-10-2018","3:01 pm","5:01 pm",2,0,0,0
"98",1095,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-01-2018","01-01-2018","","",2,0,0,0
"99",1095,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-15-2018","01-15-2018","","",2,0,0,0
"100",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-12-2015","01-12-2015","","",2,0,0,0
"101",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-22-2015","01-22-2015","","",2,0,0,0
"102",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-11-2015","02-11-2015","","",2,0,0,0
"103",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-20-2015","02-20-2015","","",2,0,0,0
"104",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-11-2015","03-11-2015","","",2,0,0,0
"105",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-31-2015","03-31-2015","","",2,0,0,0
"106",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-09-2015","06-09-2015","","",2,0,0,0
"107",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-30-2015","06-30-2015","","",2,0,0,0
"108",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-20-2015","07-20-2015","","",1,0,0,0
"109",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-03-2015","08-03-2015","","",1,0,0,0
"110",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-27-2015","08-27-2015","","",1,0,0,0
"111",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-17-2015","08-17-2015","","",1,0,0,0
"112",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-06-2015","08-06-2015","","",1,0,0,0
"113",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-11-2015","09-11-2015","","",1,0,0,0
"114",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-20-2015","09-20-2015","","",1,0,0,0
"115",2101,"Grays Ferry Clinic - GF","Volunteer Services","Dog Care Volunteer - GF","09-06-2015","09-06-2015","","",1,0,0,0
"116",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-02-2015","10-02-2015","","",1,0,0,0
"117",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-08-2015","10-08-2015","","",1,0,0,0
"118",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-21-2015","10-21-2015","","",1,0,0,0
"119",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","11-05-2015","11-05-2015","","",1,0,0,0
"120",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","11-13-2015","11-13-2015","","",1,0,0,0
"121",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","11-23-2015","11-23-2015","","",1,0,0,0
"122",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-07-2015","12-07-2015","","",1.5,0,0,0
"123",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-14-2015","12-14-2015","","",1,0,0,0
"124",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-27-2015","12-27-2015","","",1,0,0,0
"125",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","01-04-2016","01-04-2016","","",1,0,0,0
"126",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","01-21-2016","01-21-2016","","",1,0,0,0
"127",2101,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-26-2016","01-26-2016","","",1,0,0,0
"128",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-03-2016","02-03-2016","","",1,0,0,0
"129",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-12-2016","02-12-2016","","",1,0,0,0
"130",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-17-2016","02-17-2016","","",1,0,0,0
"131",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-28-2016","02-28-2016","","",1,0,0,0
"132",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","03-14-2016","03-14-2016","","",1,0,0,0
"133",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","03-28-2016","03-28-2016","","",1,0,0,0
"134",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","03-29-2016","03-29-2016","","",1,0,0,0
"135",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-11-2016","04-11-2016","","",1,0,0,0
"136",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-25-2016","04-25-2016","","",1,0,0,0
"137",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-02-2016","05-02-2016","","",1.5,0,0,0
"138",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-23-2016","05-23-2016","","",1,0,0,0
"139",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","06-03-2016","06-03-2016","","",1,0,0,0
"140",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","06-15-2016","06-15-2016","","",1,0,0,0
"141",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-01-2016","07-01-2016","","",1,0,0,0
"142",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-11-2016","07-11-2016","","",1,0,0,0
"143",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-28-2016","07-28-2016","","",1,0,0,0
"144",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-11-2016","08-11-2016","","",1,0,0,0
"145",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-29-2016","08-29-2016","","",1,0,0,0
"146",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-15-2016","09-15-2016","","",1,0,0,0
"147",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-30-2016","09-30-2016","","",1,0,0,0
"148",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-01-2016","10-01-2016","","",1,0,0,0
"149",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-18-2016","10-18-2016","","",1,0,0,0
"150",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","11-22-2016","11-22-2016","","",1,0,0,0
"151",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-13-2016","12-13-2016","","",1,0,0,0
"152",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-27-2016","12-27-2016","","",1,0,0,0
"153",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","01-14-2017","01-14-2017","","",1,0,0,0
"154",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-08-2017","02-08-2017","","",1,0,0,0
"155",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-26-2017","02-26-2017","","",1,0,0,0
"156",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","03-20-2017","03-20-2017","","",1,0,0,0
"157",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","03-27-2017","03-27-2017","","",1,0,0,0
"158",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-03-2017","04-03-2017","","",1,0,0,0
"159",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-19-2017","04-19-2017","","",1,0,0,0
"160",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-03-2017","05-03-2017","","",1,0,0,0
"161",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-08-2017","05-08-2017","","",1,0,0,0
"162",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-10-2017","09-10-2017","","",1,0,0,0
"163",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-02-2017","10-02-2017","","",1,0,0,0
"164",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-23-2017","10-23-2017","","",1,0,0,0
"165",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","11-15-2017","11-15-2017","","",1,0,0,0
"166",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","11-29-2017","11-29-2017","","",1,0,0,0
"167",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-06-2017","12-06-2017","","",1,0,0,0
"168",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","12-28-2017","12-28-2017","","",1,0,0,0
"169",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","01-24-2018","01-24-2018","","",1,0,0,0
"170",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","01-03-2018","01-03-2018","","",1,0,0,0
"171",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","02-27-2018","02-27-2018","11:03 am","11:51 am",0.75,0,0,0
"172",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","03-26-2018","03-26-2018","4:01 pm","4:59 pm",1,0,0,0
"173",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-04-2018","04-04-2018","3:03 pm","3:56 pm",1,0,0,0
"174",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-12-2018","04-12-2018","5:02 pm","5:51 pm",0.75,0,0,0
"175",2101,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-26-2018","04-26-2018","4:55 pm","6:55 pm",2,0,0,0
"176",1594,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-04-2016","02-04-2016","","",2,0,0,0
"177",1594,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-05-2016","02-05-2016","","",2,0,0,0
"178",1594,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-16-2016","02-16-2016","","",2,0,0,0
"179",1594,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-24-2016","02-24-2016","","",2.5833333333,0,0,0
"180",1594,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-29-2016","02-29-2016","","",2,0,0,0
